,id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,Column 9
0,80606,Oeufs Carlton,1.0,1,,1892,2.5,24.0,
1,132793,krumbles,15.0,22,,1962,0.0,2.25,
2,128307,"__chinese_mushrooms_and_pork_chow_mein_(pan_fried_noodles,_soft_or_crisp)__",1.0,1,1900-01-01T00:00:00Z,1900,0.5,0.5,
3,21522,mexican_tamales,2.0,2,,1901,0.25,0.25,
4,497953,"CHINESE-MUSHROOMS-AND-PORK-CHOW-MEIN-(PAN-FRIED-NOODLES,-SOFT-OR-CRISP)",0.0,0,,0,0.0,0.0,
5,476757,mignardises,1.0,1,1943-01-01T00:00:00Z,1943,1.5,1.5,
6,380772,"__CRAB_GUMBO,_CREOLE__",3.0,3,,1916,0.15,0.3,
7,61532,__mondaine__,1.0,1,1901-01-01T00:00:00Z,1901,0.0,0.0,
8,336242,Crumbles,3.0,3,1921-01-01T00:00:00Z,1937,0.0,0.0,
9,290401,__trenette_with_tomato_sauce__,1.0,1,1963-01-01T00:00:00Z,1963,0.0,0.0,
10,488107,Sparkling Burgundy,3.0,3,,1918,1.65,3.5,
11,239709,cold-pickled-pork,1.0,1,1958-01-01T00:00:00Z,1958,0.0,0.0,
12,65644,Cream Fresh Tomatoes Soup? With Tapioca,98.0,103,,1990,0.5,0.5,
13,494938,œufs-carlton,1.0,1,,1961,,,
14,150496,--veal-fillets-with-fresh-grapes-in-mushroom-and-cream-sauce-(vitello-'white-elephant')--,1.0,1,,1972,0.0,0.0,
15,480179,__1954er_pckfener_beckstein__,1.0,1,,0,0.0,0.0,
16,56190,_And Cold Dishes_,1.0,1,,1901,,,
17,435886,Oyster Omelette with Creamed Potatoes,1.0,1,1914-01-01T00:00:00Z,1914,0.5,0.5,
18,342208,"--BROILED-LOBSTER-DAINTIES,-DENMARK,-DRAWN-BUTTER,-BROCCOLI,-FRENCH-FRIED-POTATOES--",1.0,1,,1962,0.0,0.0,
19,466530,__scotch_highballs__,1.0,1,1912-01-01T00:00:00Z,1912,0.15,0.15,
20,272290,"1964er Chateau La Tour Gayet, Côtes de Blaye AC",1.0,1,,1961,1.6,2.0,
21,128329,"__broiled_lobster_dainties,_denmark,_drawn_butter,_broccoli,_french_fried_potatoes__",1.0,1,1900-01-01T00:00:00Z,1900,0.35,0.35,
22,306163,"Le Coq de Choix à la Crème et au Foie Gras, Flambé au Cognac",1.0,1,,1944,4.0,4.0,
23,428874,"sweetbread,_tzarine",6.0,6,1912-01-01T00:00:00Z,1915,0.75,0.75,
24,340916,GNOCCHI_DI_PATATE_ALLA_VENETA,1.0,1,1980-01-01T00:00:00Z,1980,0.0,0.0,
25,170818,"1964er Chateau La Tour Gayet, Côtes de Blaye AC",1.0,1,,0,0.0,0.0,
26,235817,__MONKS_BEARD_SALAD__,2.0,2,,1966,0.0,0.0,
27,103083,__julienue__,1.0,1,1900-01-01T00:00:00Z,1900,0.1,0.1,
28,491518,__trenette_with_tomato_sauce__,1.0,1,1962-01-01T00:00:00Z,1962,0.0,0.0,
29,460870,--BROILED-SMALL-STEAK-WITH-POTATOES--,1.0,1,,0,0.0,0.0,
30,451690,TOMATOES-OR-CUCUMBERS-AND-LETTUCE,2.0,1,1914-01-01T00:00:00Z,1914,0.5,0.5,
31,456489,"eggs,-scrambled-with-tomato",2.0,2,,0,0.0,0.0,
32,104232,"Fr Ochsenbrust ""Flamisch"" mit Bouillonkartoffeln und Sahne Meerrettich",1.0,1,,1891,0.0,0.0,
33,215582,Cold Pickled Pork,1.0,1,,1901,0.0,0.0,
34,93339,"__manuel_garcia,_puritanos__",4.0,4,1900-01-01T00:00:00Z,1920,0.15,8.75,
35,452805,"--frogs'-legs,-american-style--",2.0,2,,0,0.0,0.0,
36,93212,"TRIPE_IN_CREAM_WITH_ONIONS,_SHANLEY",1.0,1,1900-01-01T00:00:00Z,1900,0.5,0.5,
37,509112,Bordeaux Rouge Sauternes Clos Mercier 1966,1.0,1,,1971,0.0,0.0,
38,341848,__slice_roast__,1.0,1,,1935,0.0,0.0,
39,486064,--MEXICAN-TAMALES--,1.0,1,,1913,0.15,0.15,
40,310385,"__SLOE_GIN_FIZZ,_IMP__",1.0,1,,1947,0.75,0.75,
41,311611,--coffee-sundae--,3.0,3,,1948,0.25,0.3,
42,248003,schweserpasteten,1.0,1,1957-01-01T00:00:00Z,1957,2.75,2.75,
43,190157,"Chinese Mushrooms and Pork Chow Mein (Pan-Fried Noodles, Soft or Crisp)",1.0,1,,0,0.7,1.3,
44,383374,Monks Beard Salad,1.0,1,1916-01-01T00:00:00Z,1916,0.4,0.4,
45,455520,"Veal Cutlet Breaded, Tomato",,1,,0,0.0,0.0,0.0
46,368779,"--soup,-puree-jackson-with-leeks-and-celery--",1.0,1,1927-01-01T00:00:00Z,1927,0.0,0.0,
47,413843,veal-fillets-with-fresh-grapes-in-mushroom-and-cream-sauce-(vitello-'white-elephant'),1.0,1,1973-01-01T00:00:00Z,1973,0.0,0.0,
48,96287,"--CHINESE-MUSHROOMS-AND-PORK-CHOW-MEIN-(PAN-FRIED-NOODLES,-SOFT-OR-CRISP)--",,1,,1900,1900.0,0.1,0.1
49,476680,__GREEN_GODDESS__,2.0,2,,0,,,
