,index,ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService
0,132,10008,crenshaw community hospital,101 hospital circle,luverne,al,36049,crenshaw,3343353374,ACUTE CARE HOSPITALS,Government - Federal,yes
1,355,10086,northwest medical center,1530 u s highway 43,WINFIELD,al,35594,marion,2054877736,ACUTE_CARE_HOSPITALS,Proprietary,yes
2,983,10050,st vincents blount,150 gilbreath drive,ONxONTA,al,35121,blount,2052743000,ACUTE_CARE_HOSPITALS,Voluntary Non-Profit - Private,yes
3,477,10021,dale medical center,126 hospital ave,ozark,al,36360,dale,3347742601,ACUTE_CARE_HOSPITALS,Government-Hospital District or Authority,yes
4,492,10022,cherokee medical center,400 northwood dr,CENTVE,al,35960,cherokee,2569275531,ACUTE_CARE_HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,yes
5,38,10001,southeast alabama medical center,1108 ross clark circle,dothan,al,36302,houston,3347938701,ACUTE CARE HOSPITALS,Government-Hospital District or Authority,yes
6,517,10023,baptist medical center south,2105 east south boulevard,MONTGOMERY,al,36116,montgomery,3342882100,ACUTE CARE HOSPITALS,Voluntary Non-Profit-Church,yes
7,269,10015,southwest alabama medical center,33700 highway 43,THOMASVILLE,al,36784,clarke,3346366221,ACUTE_CARE_HOSPITALS,Government - Federal,yes
8,597,10027,elba general hospital,987 drayton street,EyBA,al,36323,coffee,3348972257,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,yes
9,682,10033,university of alabama hospital,619 south 19th street,BIRMINGHAM,al,35233,jefferson,2059344011,ACUTE CARE HOSPITALS,Government-State,yes
10,286,10016,shelby baptist medical center,1000 first street north,alabaster,al,35007,shelby,2056208100,ACUTE_CARE_HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,yes
11,116,10007,mizell memorial hospital,702 n main st,OPP,al,36467,covington,3344933541,ACUTE_CARE_HOSPITALS,Voluntary Non-Profit - Private,no
12,920,10046,riverview regional medical center,600 south third street,GADSDEN,al,35901,etowah,2565435200,ACUTE_CARE_HOSPITALS,Proprietary,yes
13,942,10047,georgiana hospital,515 miranda st,GEORGIANA,al,36033,butler,3343762205,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,no
14,623,10029,east alabama medical center and snf,2000 pepperell parkway,opelika,al,36801,lee,3347493411,ACUTE_CARE_HOSPITALS,Government-Hospital District or Authority,yes
15,728,10035,cullman regional medical center,1912 alabama highway 157,CULLMAN,al,35058,cullman,2567372000,ACUTE CARE HOSPITALS,Government-Hospital District or Authority,yes
16,470,10021,dale medical center,126 hospital ave,LZARK,al,36360,dale,3347742601,ACUTE_CARE_HOSPITALS,Government-Hospital District or Authority,yes
17,883,10045,fayette medical center,1653 temple avenue north,FAYETTE,al,35555,fayette,2059325966,ACUTE CARE HOSPITALS,Voluntary Non-Profit-Church,yes
18,972,10049,medical center enterprise,400 n edwards street,enterprise,al,36330,coffee,3343470584,ACUTE_CARE_HOSPITALS,Proprietary,yes
19,967,10049,medical center enterprise,400 n edwards street,ENTERPRISE,al,36330,coffee,3343470584,ACUTE_CARE_HOSPITALS,Proprietary,yes
