,id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
0,149858,"__ATLANTIC_SWORDFISH_STEAK_CENTER_CUT,_CORIANDER_BUTTER_SAUCE__",1,1,1987,1987,17.0,17.0
1,251774,"--supreme-of-chicken,-saute-cacciatora--",1,1,1959,1959,0.0,0.0
2,65393,"beatrice_cake,_per_lb",1,1,1900,1900,0.0,0.0
3,383374,--bread-and-butter-white?--,1,1,1916,1916,0.4,0.4
4,294885,"--hot-sliced-turkey-sandwich-mornay,-in-potato-bordure,-with-fresh-asparagus--",1,1,1953,1953,1.65,1.65
5,93027,vintage_port_martinez_1963,1,1,1895,1895,,
6,434561,--brandy-(domestic)--,2,2,1914,1914,0.2,0.2
7,65783,alter-sherry,2,2,1901,1901,0.0,0.0
8,84787,hot_corn_meal_mush_and_milk,1,1,1899,1899,0.0,0.0
9,493727,cold_ferris_ham,0,0,0,0,0.0,0.0
10,474218,--bread-and-butter-white?--,1,1,1912,1912,0.75,0.75
11,439311,cold-ferris-ham,1,1,1905,1905,,
12,45137,__BRANDY_PEACHES_PRESERVES__,2,2,1898,1900,0.3,0.5
13,383035,"wehlener-rosenberg,-1907,-1/2-bottle,-bottle",1,1,1916,1916,0.8,1.5
14,314543,"BROILED-PORK-CHOPS,-APPLE-SAUCE,-VEGETABLE,-POTATO",1,1,1948,1948,1.75,1.75
15,507407,"__potatoes,_sautees_or_stewed__",0,0,0,0,0.0,0.0
16,88791,--hot-corn-meal-mush-and-milk--,1,1,1897,1897,0.0,0.0
17,184225,__bread_and_butter_white?__,2,2,1938,1938,0.15,0.15
18,349921,__canada_mutton_chop__,33,33,1933,1933,0.65,1.7
19,70222,--cold-ferris-ham--,1,1,1907,1907,0.25,0.25
20,64182,__fricandeau_veal_and_olives__,1,1,1900,1900,0.0,0.0
21,476757,"--LOBSTER-SALAD,-CHICKEN--",1,1,1943,1943,1.5,1.5
22,325594,"__peixe_espada_grelhado,_maitre_d'hotel__",1,1,1939,1939,0.0,0.0
23,481361,"stuffed-turkey,-cranberry-sauce",1,1,0,0,0.0,0.0
24,61532,"__(beef_steak),_fried_onions__",1,1,1901,1901,0.0,0.0
25,15868,"__breast_of_lamb,_jardiniere__",3,3,1893,1900,0.0,0.0
26,235066,borscht_koop,1,1,1969,1969,1.3,1.3
27,344502,brandy_(domestic),1,1,1935,1935,0.0,0.0
28,311980,__(beef)_tamale__,3,3,1937,1948,0.3,0.5
29,286273,(BEEF)_TAMALE,2,2,1963,1963,0.0,0.0
30,354474,__*filet_of_sole_with_fresh_spinach_florentine__,1,1,1933,1933,0.0,0.0
31,379205,brandy-(domestic),9,9,1917,1919,2.75,3.7
32,82285,"__reuben's_special_turkey,_roast_virginia_ham,_swiss_cheese,_cole_slaw,_russian_dressing__",1,1,1900,1900,2.0,3.75
33,229253,__ECARLATE__,1,1,1981,1981,0.0,0.0
34,37410,__kalbfleisch_fricassee__,1,1,1901,1901,0.0,0.0
35,350837,--shad-roe-saute-meuniere--,13,14,1933,1933,1.25,1.35
36,24641,"__potatoes,_sautees_or_stewed__",2,2,1900,1901,0.1,0.15
37,460870,"COFFEE-ICE-CREAM,-CARAMEL-SAUCE",1,1,0,0,0.0,0.0
38,479871,BLATTSALATE_MIT_HANDGESCHÖPFTEM_SCHAFSKÄSE,1,1,0,0,0.0,0.0
39,305457,--head-lettuce-with-thousand-island-dressing--,2,2,1944,1947,0.0,0.0
40,493662,--COLD-FERRIS-HAM--,4,4,1880,1928,0.0,0.0
41,234259,__BRANDY_(DOMESTIC)__,3,3,1947,1966,0.38,0.8
42,56547,"__coffee_ice_cream,_caramel_sauce__",2,2,1901,1901,0.3,6.5
43,110817,__LADY_CAKES__,2,2,1907,1921,0.0,0.0
44,351394,"--COFFEE-ICE-CREAM,-CARAMEL-SAUCE--",4,4,1933,1933,0.0,0.0
45,142989,__VINTAGE_PORT_MARTINEZ_1963__,1,1,1974,1974,0.0,0.0
46,407602,"__roast_spring_lamb,_mint_sauce_(ready)__",1,1,1917,1917,0.9,0.9
47,435474,tortue-verte-au-marsala,1,1,1914,1914,,
48,10679,"--BAKED-FRESH-MACKEREL,-CREOLE--",3,3,1900,1901,0.25,0.6
49,79917,"__REUBEN'S_SPECIAL_TURKEY,_ROAST_VIRGINIA_HAM,_SWISS_CHEESE,_COLE_SLAW,_RUSSIAN_DRESSING__",1,1,1906,1906,0.4,0.4
