,id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,Column 9
0,93027,"__calf's_brains_fried,_tomato_sauce__",1.0,1,1895,1895,,,
1,329018,__FRIED_(3)_OYSTERS__,1.0,1,1940,1940,0.25,0.25,
2,291963,ox-tongue_mikado,1.0,1,1963,1963,0.0,0.0,
3,491518,__BRANDY_(DOMESTIC)__,1.0,1,1962,1962,0.0,0.0,
4,323938,--CHATEAUNEUF-DU-PAPE-1933--,2.0,2,1939,1939,,,
5,344502,__MACEDOINE_DE_FRUITS_AU_MARASQUIN__,1.0,1,1935,1935,0.0,0.0,
6,333801,__ziti_with_calabrese_sauce__,1.0,1,1941,1941,0.0,0.0,
7,189312,__salade_monegasque__,1.0,1,0,0,0.0,0.0,
8,317897,santa_clara_cabernet,1.0,1,1949,1949,0.0,0.0,
9,283031,"__broiled_calf's_liver_with_bacon_or_onions,_mashed_potatoes__",1.0,1,1954,1954,0.0,0.0,
10,161514,--paul-jones--,8.0,8,1955,1988,0.0,0.0,
11,409469,__bacon_with_eggs__,1.0,1,1939,1939,,,
12,139503,gravad_stromming_mayonaise?,1.0,1,1961,1961,0.0,0.0,
13,234259,--brandy-(domestic)--,3.0,3,1947,1966,0.38,0.8,
14,199800,__galantine_de_volaille_en_belle-vue__,1.0,1,1910,1910,0.0,0.0,
15,321713,"--conch-stew-with-peas-&-rice,-coleslaw,-potato-salad,-vegetables-or-bake-potato--",1.0,1,1995,1995,15.0,15.0,
16,165665,"--broiled-lamp-chops,-two--",1.0,1,0,0,0.0,0.0,
17,144665,saumon_bouilli,1.0,1,0,0,0.0,0.0,
18,310385,--fried-(3)-oysters--,1.0,1,1947,1947,0.75,0.75,
19,276177,CILL_MANTAIN_PEAS,1.0,1,1963,1963,0.0,0.0,
20,189960,__fried_rice_with_pork__,2.0,2,0,0,3.95,3.95,
21,493662,--vintage-port-martinez-1963--,4.0,4,1880,1928,0.0,0.0,
22,314556,__GRAVAD_STROMMING_MAYONAISE?__,1.0,1,1948,1948,0.95,0.95,
23,307106,--KEY-WEST-TURTLE-SOUP--,3.0,3,1944,1948,0.0,0.0,
24,500686,"--lobster,-full-order--",1.0,1,1913,1913,0.7,0.7,
25,414243,__RYE_BREAD_AND_BUTTER__,1.0,1,1942,1942,0.15,0.15,
26,271938,ziti-with-calabrese-sauce,1.0,1,1961,1961,0.0,0.0,
27,358124,vintage_port_martinez_1963,1.0,1,1906,1906,0.0,0.0,
28,225620,__OX-TONGUE_MIKADO__,1.0,0,1965,1965,0.0,0.0,
29,26273,--HOMINY-FRITTERS-CURRANT-SAUCE--,1.0,1,1900,1900,0.0,0.0,
30,2812,__paul_jones__,13.0,13,1900,1959,0.1,1.5,
31,399522,__chateauneuf_du_pape_1933__,1.0,1,1917,1917,0.2,0.2,
32,240527,__GRAPE_FRUIT_YOGHURT-MISCHGETRANKE__,1.0,1,1958,1958,0.0,0.0,
33,99490,--toasted-rolls-with-with-a-small-pitcher-of-cream-and-with-butter--,2.0,2,1900,1906,0.0,0.0,
34,142989,__vintage_port_martinez_1963__,1.0,1,1974,1974,0.0,0.0,
35,486991,"strawberry,_peach_or_raspberry_jam",2.0,2,1913,1913,0.45,0.45,
36,323774,__broiled_or_fried_green_bluefish__,1.0,1,1939,1939,0.0,0.0,
37,507407,__CILL_MANTAIN_PEAS__,0.0,0,0,0,0.0,0.0,
38,248003,madère,1.0,1,1957,1957,2.75,2.75,
39,195279,--new-laid-eggs--,,7,7,1910,1910.0,0.0,0.0
40,311611,--madère--,,3,3,1939,1948.0,0.25,0.3
41,208138,--CHILLED-ALBERTA-PEACHES-WITH-CREAM--,5.0,5,1969,1969,0.0,0.0,
42,499315,BROILED_OR_FRIED_GREEN_BLUEFISH,1.0,1,1913,1913,0.25,0.25,
43,136635,__sole_grillee_beurre_maitre-d_hotel__,1.0,1,1976,1976,0.0,0.0,
44,196860,__HOLLANDAISE-SALAT__,1.0,1,1910,1910,0.0,0.0,
45,264903,__OX-TONGUE_MIKADO__,1.0,1,1964,1964,0.0,0.0,
46,203577,--bayerische-creme--,1.0,1,1910,1910,0.0,0.0,
47,456728,__TOASTED_ROLLS_WITH_WITH_A_SMALL_PITCHER_OF_CREAM_AND_WITH_BUTTER__,1.0,1,0,0,0.0,0.0,
48,351394,__BACON_WITH_EGGS__,,4,4,1933,1933.0,0.0,0.0
49,409469,"coffee_ice_cream,_caramel_sauce",,1,1,1939,1939.0,,
