,tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
0,754,flightexplorer,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,--6:15-p.m.--,
1,1308,myrateplan,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05_a.m.,
2,1001,travelocity,AA-3756-ORD-SLC,12:15 p.m.,12:41 p.m.,__2:45_p.m.__,
3,1429,CO,CO-1023-IAH-DEN,11:40 a.m.,11:56 a.m.,__1:17_p.m.__,
4,313,weather,UA-858-PVG-SFO,1:45 p.m.,1:32 p.m.,__8:27_a.m.__,
5,1008,travelocity,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,__9:20_a.m.__,
6,244,boston,UA-3099-PHX-PHL,11:55 a.m.,11:55 a.m.,__6:17_p.m.__,
7,380,airtravelcenter,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35_A.M.,
8,954,flightarrival,CO-1561-PHX-IAH,8:05 a.m.,8:00 a.m.,11:35-a.m.,
9,877,flights,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,--11:50-A.M.--,
10,301,weather,UA-664-ORD-PHL,1:33 p.m.,1:31 p.m.,4:31_p.m.,
11,2310,flightaware,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55_p.m.,
12,259,weather,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25-p.m.,
13,415,airtravelcenter,UA-2708-EWR-CLT,2:55 p.m.,2:55 p.m.,4:53_p.m.,
14,552,flightstats,CO-52-IAH-LAX,7:35 a.m.,7:29 a.m.,9:21-A.M.,
15,213,boston,AA-3823-LAX-DEN,9:00 p.m.,9:00 p.m.,--12:15-a.m.--,
16,314,weather,UA-2704-DTW-PHX,11:15 a.m.,11:15 a.m.,--1:40-p.m.--,
17,297,weather,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45_P.M.,
18,1603,mytripandmore,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,--12:10-P.M.--,
19,1015,travelocity,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00-a.m.,
20,930,flightarrival,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45-P.M.,
21,127,helloflight,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20_p.m.,
22,1442,CO,CO-4888-IAH-DAL,5:30 p.m.,5:30 p.m.,__6:40_p.m.__,
23,375,airtravelcenter,CO-63-EWR-IAH,5:25 p.m.,5:22 p.m.,8:22_P.M.,
24,845,flights,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,--3:19-P.M.--,
25,1850,flylouisville,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,--11:10-A.M.--,
26,1193,usatoday,CO-1694-LAX-IAH,7:15 p.m.,7:15 p.m.,12:21-a.m.,
27,2242,gofox,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,--6:30-P.M.--,
28,886,flights,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20-P.M.,
29,959,flightarrival,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,__11:05_a.m.__,
30,894,flights,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05-A.M.,
31,1679,wunderground,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,__8:00_a.m.__,
32,2049,allegiantair,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,__10:45_A.M.__,
33,1782,flylouisville,UA-2314-ATL-PHL,2:55 p.m.,2:55 p.m.,5:00-p.m.,
34,1537,flytecomm,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30-a.m.,
35,785,flightexplorer,UA-6273-YYC-SFO,7:35 a.m.,7:27 a.m.,__9:43_a.m.__,
36,1704,wunderground,UA-664-ORD-PHL,1:33 p.m.,1:31 p.m.,4:31_p.m.,
37,1491,flytecomm,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,--11:55-a.m.--,
38,1382,orbitz,AA-3756-ORD-SLC,12:15 p.m.,12:41 p.m.,2:45_p.m.,
39,696,panynj,UA-3373-IAD-PHL,8:29 a.m.,8:26 a.m.,9:24_A.M.,
40,167,boston,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35-p.m.,
41,571,flightstats,AA-3756-ORD-SLC,12:15 p.m.,12:41 p.m.,2:45_p.m.,
42,1459,ifly,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,--2:50-p.m.--,
43,49,aa,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,__6:40_a.m.__,
44,1788,flylouisville,CO-1088-CLE-IAH,8:40 a.m.,8:40 a.m.,__10:54_a.m.__,
45,434,airtravelcenter,CO-45-EWR-MIA,4:00 p.m.,3:58 p.m.,--7:05-P.M.--,
46,1903,quicktrip,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,__3:15_p.m.__,
47,1814,flylouisville,UA-2515-DFW-CLT,7:05 a.m.,7:05 a.m.,__10:31_a.m.__,
48,2361,world-flight-tracker,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,11:50_a.m.,
49,463,flightview,CO-1023-IAH-DEN,11:40 a.m.,11:56 a.m.,--1:17-p.m.--,
